Gene,start,end,length
N_cusB~~~cusB_2~~~cusB_1,13201123,13201155,16
G_cusB~~~cusB_2~~~cusB_1,13201155,13203597,1221
N_ansP2~~~ansP2_2~~~ansP2_1~~~ansP1~~~ansP1_1~~~potE_2,13203597,13253583,24993
G_ansP2~~~ansP2_2~~~ansP2_1~~~ansP1~~~ansP1_1~~~potE_2,13253583,13256577,1497
N_ybaA~~~ybaA_2~~~ybaA_1,13256577,13260897,2160
G_ybaA~~~ybaA_2~~~ybaA_1,13260897,13261599,351
N_rutG~~~rutG_1~~~rutG_2~~~rutG_3,13261599,13261643,22
G_rutG~~~rutG_1~~~rutG_2~~~rutG_3,13261643,13264295,1326
N_araH_1~~~araH_2~~~araH,13264295,13264327,16
G_araH_1~~~araH_2~~~araH,13264327,13266295,984
N_lysS~~~lysS_1,13266295,13266769,237
G_lysS~~~lysS_1,13266769,13269799,1515
N_group_33678,13269799,13272791,1496
G_group_33678,13272791,13273289,249
N_araF_1~~~araF_2~~~araF,13273289,13276053,1382
G_araF_1~~~araF_2~~~araF,13276053,13278039,993
N_moaC,13278039,13278045,3
G_moaC,13278045,13279011,483
N_ycjG~~~ycjG_2~~~ycjG_1,13279011,13280351,670
G_ycjG~~~ycjG_2~~~ycjG_1,13280351,13282277,963
N_yjcH,13282277,13283245,484
G_yjcH,13283245,13283869,312
N_prs_2~~~prs_1,13283869,13287703,1917
G_prs_2~~~prs_1,13287703,13289065,681
N_clcD_2~~~yqhI~~~clcD_1,13289065,13291541,1238
G_clcD_2~~~yqhI~~~clcD_1,13291541,13293311,885
N_fruB~~~fruB_2~~~fruB_1,13293311,13323517,15103
G_fruB~~~fruB_2~~~fruB_1,13323517,13325773,1128
N_dmlR_1~~~yahB_1~~~dmlR_2~~~dmlR_4~~~dmlR_6~~~dmlR_3~~~dmlR_5,13325773,13332203,3215
G_dmlR_1~~~yahB_1~~~dmlR_2~~~dmlR_4~~~dmlR_6~~~dmlR_3~~~dmlR_5,13332203,13334027,912
N_gltS_2~~~gltS_1~~~gltS_3~~~gltS,13334027,13341223,3598
G_gltS_2~~~gltS_1~~~gltS_3~~~gltS,13341223,13343629,1203
N_ybjJ_2~~~ybjJ~~~ybjJ_1,13343629,13348673,2522
G_ybjJ_2~~~ybjJ~~~ybjJ_1,13348673,13351097,1212
N_fetA~~~fetA_2~~~fetA_1,13351097,13354787,1845
G_fetA~~~fetA_2~~~fetA_1,13354787,13356137,675
N_adhP_2~~~adhP_1~~~adhP,13356137,13356407,135
G_adhP_2~~~adhP_1~~~adhP,13356407,13358423,1008
N_mdtA,13358423,13370509,6043
G_mdtA,13370509,13373239,1365
N_nfsB~~~nfsB_2~~~nfsB_1,13373239,13400929,13845
G_nfsB~~~nfsB_2~~~nfsB_1,13400929,13402231,651
N_group_32378,13402231,13405687,1728
G_group_32378,13405687,13410961,2637
N_malI~~~malI_2~~~malI_1,13410961,13419143,4091
G_malI~~~malI_2~~~malI_1,13419143,13421363,1110
N_group_32369,13421363,13421847,242
G_group_32369,13421847,13423023,588
N_yddG~~~yddG_1~~~yddG_2,13423023,13434381,5679
G_yddG~~~yddG_1~~~yddG_2,13434381,13436025,822
N_group_32278,13436025,13436051,13
G_group_32278,13436051,13437353,651
N_group_32234,13437353,13439991,1319
G_group_32234,13439991,13442109,1059
N_lamB~~~lamB_1~~~lamB_2,13442109,13442569,230
G_lamB~~~lamB_1~~~lamB_2,13442569,13445245,1338
N_dgcE~~~dgcE_1~~~dgcE_2~~~dgcE_3,13445245,13453375,4065
G_dgcE~~~dgcE_1~~~dgcE_2~~~dgcE_3,13453375,13460005,3315
N_group_31816,13460005,13461171,583
G_group_31816,13461171,13464045,1437
N_actP_1~~~actP_2~~~actP_3~~~actP,13464045,13465013,484
G_actP_1~~~actP_2~~~actP_3~~~actP,13465013,13468307,1647
N_mprA_2~~~mprA_1~~~mprA,13468307,13468491,92
G_mprA_2~~~mprA_1~~~mprA,13468491,13469547,528
N_ytfF~~~ytfF_2~~~ytfF_1,13469547,13469767,110
G_ytfF~~~ytfF_2~~~ytfF_1,13469767,13471693,963
N_ribZ~~~ribZ_1~~~mdtD_2~~~ribZ_2~~~mdtD_1,13471693,13476691,2499
G_ribZ~~~ribZ_1~~~mdtD_2~~~ribZ_2~~~mdtD_1,13476691,13479433,1371
N_group_30138,13479433,13479779,173
G_group_30138,13479779,13480565,393
N_uidA~~~uidA_1~~~uidA_3~~~uidA_2,13480565,13481365,400
G_uidA~~~uidA_1~~~uidA_3~~~uidA_2,13481365,13484983,1809
N_uidC~~~uidC_1~~~uidC_2,13484983,13485777,397
G_uidC~~~uidC_1~~~uidC_2,13485777,13488303,1263
N_ttdB_1~~~ttdB_2~~~ttdB,13488303,13490617,1157
G_ttdB_1~~~ttdB_2~~~ttdB,13490617,13491823,603
N_fbaB~~~fbaB_1~~~fbaB_2,13491823,13498771,3474
G_fbaB~~~fbaB_1~~~fbaB_2,13498771,13500871,1050
G_group_28583,13500871,13504369,1749
N_narG_1~~~narG_2~~~narG_3~~~narG_4~~~narG_5~~~narG_6~~~narG,13504369,13505409,520
G_narG_1~~~narG_2~~~narG_3~~~narG_4~~~narG_5~~~narG_6~~~narG,13505409,13512891,3741
N_fdnG_3~~~fdnG_2~~~fdnG_1~~~fdnG,13512891,13512991,50
G_fdnG_3~~~fdnG_2~~~fdnG_1~~~fdnG,13512991,13517809,2409
N_narK_1~~~narK~~~narK_2,13517809,13518001,96
G_narK_1~~~narK~~~narK_2,13518001,13520779,1389
N_viaA_1~~~viaA_2~~~viaA,13520779,13540217,9719
G_viaA_1~~~viaA_2~~~viaA,13540217,13543127,1455
N_hyaA~~~hyaA_1,13543127,13546725,1799
G_hyaA~~~hyaA_1,13546725,13548957,1116
N_ybdG_2~~~ybdG~~~ybdG_1,13548957,13549475,259
G_ybdG_2~~~ybdG~~~ybdG_1,13549475,13552001,1263
N_fdnH_3~~~fdnH_2~~~fdnH_1,13552001,13552027,13
G_fdnH_3~~~fdnH_2~~~fdnH_1,13552027,13553791,882
N_yqhD_2~~~yqhD~~~yqhD_1,13553791,13556059,1134
G_yqhD_2~~~yqhD~~~yqhD_1,13556059,13558381,1161
N_pheP~~~pheP_2~~~pheP_1,13558381,13558587,103
G_pheP~~~pheP_2~~~pheP_1,13558587,13561335,1374
N_yeeO~~~yeeO_2~~~yeeO_1~~~mdtK_2~~~yeeO_3,13561335,13585577,12121
G_yeeO~~~yeeO_2~~~yeeO_1~~~mdtK_2~~~yeeO_3,13585577,13588859,1641
G_rhaS_1~~~rhaR_4~~~rhaR_1~~~rhaR_3~~~rhaR_2~~~rhaR_5~~~rhaS_5~~~rhaS_4~~~rhaS_3~~~rhaS_2~~~rhaS_6,13588859,13590761,951
N_mtfA~~~mtfA_1~~~mtfA_2,13590761,13597379,3309
G_mtfA~~~mtfA_1~~~mtfA_2,13597379,13598969,795
N_arnC_3~~~arnC_2~~~arnC_1~~~arnC_4,13598969,13598977,4
G_arnC_3~~~arnC_2~~~arnC_1~~~arnC_4,13598977,13600909,966
N_group_3430,13600909,13600929,10
G_group_3430,13600929,13603443,1257
G_arnA~~~arnA_2~~~arnA_1,13603443,13607403,1980
G_arnD~~~arnD_1~~~arnD_2,13607403,13609179,888
G_arnE,13609179,13609845,333
N_ydhT~~~ydhT_1~~~ydhT_2,13609845,13609951,53
G_ydhT~~~ydhT_1~~~ydhT_2,13609951,13611475,762
N_group_2265,13611475,13612157,341
G_group_2265,13612157,13613693,768
G_mdtO_2~~~mdtO_1~~~mdtO,13613693,13617791,2049
G_mtlR,13617791,13618961,585
N_ycfT~~~ycfT_2~~~ycfT_1,13618961,13631589,6314
G_ycfT~~~ycfT_2~~~ycfT_1,13631589,13633731,1071
N_yafV~~~yafV_2~~~yafV_1,13633731,13635073,671
G_yafV~~~yafV_2~~~yafV_1,13635073,13636609,768
N_ybhF~~~ybhF_1~~~ybhF_2,13636609,13636615,3
G_ybhF~~~ybhF_1~~~ybhF_2,13636615,13640083,1734
G_rutF~~~rutE~~~rutF_2~~~rutF_1,13640083,13641259,588
N_otsB~~~otsA~~~otsA_1~~~otsA_2,13641259,13643147,944
G_otsB~~~otsA~~~otsA_1~~~otsA_2,13643147,13647521,2187
N_araG_3~~~araG_2~~~araG~~~araG_1~~~btuD_2,13647521,13647663,71
G_araG_3~~~araG_2~~~araG~~~araG_1~~~btuD_2,13647663,13650687,1512
N_hiuH~~~hiuH_1~~~hiuH_2,13650687,13655459,2386
G_hiuH~~~hiuH_1~~~hiuH_2,13655459,13656281,411
N_ygaZ~~~ygaZ_2~~~ygaZ_1,13656281,13656855,287
G_ygaZ~~~ygaZ_2~~~ygaZ_1,13656855,13658325,735
N_group_915,13658325,13658511,93
G_group_915,13658511,13659063,276
N_glgS,13659063,13665839,3388
G_glgS,13665839,13666235,198
N_ybjM,13666235,13672049,2907
G_ybjM,13672049,13672799,375
N_dctR~~~dctR_1~~~dctR_2,13672799,13673113,157
G_dctR~~~dctR_1~~~dctR_2,13673113,13674169,528
N_acs_2~~~acs_1~~~acs_3~~~acs_4~~~acs,13674169,13694133,9982
G_acs_2~~~acs_1~~~acs_3~~~acs_4~~~acs,13694133,13698045,1956
N_adiA~~~adiA_1~~~adiA_2,13698045,13698459,207
G_adiA~~~adiA_1~~~adiA_2,13698459,13702995,2268
N_group_260,13702995,13726053,11529
G_group_260,13726053,13726509,228
N_rimL~~~rimL_1~~~rimL_2,13726509,13729253,1372
G_rimL~~~rimL_1~~~rimL_2,13729253,13730327,537
N_hdhA~~~hdhA_1~~~hdhA_2,13730327,13730703,188
G_hdhA~~~hdhA_1~~~hdhA_2,13730703,13732233,765
G_menE~~~menE_1~~~menE_2~~~menE_3,13732233,13734939,1353
N_uspC,13734939,13773483,19272
G_uspC,13773483,13774509,513
N_malX_2~~~malX_4~~~malX~~~malX_1~~~malX_3,13774509,13794367,9929
G_malX_2~~~malX_4~~~malX~~~malX_1~~~malX_3,13794367,13797547,1590
N_wecB~~~wecB_2~~~wecB_1~~~wecB_3,13797547,13797661,57
G_wecB~~~wecB_2~~~wecB_1~~~wecB_3,13797661,13799977,1158
N_chbR~~~chbR_2~~~chbR_1,13799977,13801593,808
G_chbR~~~chbR_2~~~chbR_1,13801593,13803267,837
N_fetB_2~~~fetB~~~fetB_1,13803267,13806957,1845
G_fetB_2~~~fetB~~~fetB_1,13806957,13808511,777
N_glnE~~~glnE_2~~~glnE_1,13808511,13808559,24
G_glnE~~~glnE_2~~~glnE_1,13808559,13814235,2838
N_fklB_2~~~fklB~~~fklB_1,13814235,13816315,1040
G_fklB_2~~~fklB~~~fklB_1,13816315,13817551,618
N_qorB~~~qorB_1~~~qorB_2,13817551,13822045,2247
G_qorB~~~qorB_1~~~qorB_2,13822045,13823767,861
N_efeO~~~efeO_2~~~efeO_1,13823767,13824023,128
G_efeO~~~efeO_2~~~efeO_1,13824023,13826273,1125
N_group_34840,13826273,13827167,447
G_group_34840,13827167,13828901,867
N_dam_1~~~dam_2~~~dam,13828901,13830825,962
G_dam_1~~~dam_2~~~dam,13830825,13833087,1131
N_yhaH~~~yhaH_1~~~yhaH_2,13833087,13833821,367
G_yhaH~~~yhaH_1~~~yhaH_2,13833821,13834553,366
N_dacD~~~dacD_2~~~dacD_1,13834553,13841867,3657
G_dacD~~~dacD_2~~~dacD_1,13841867,13844195,1164
N_yphF~~~yphF_2~~~yphF_1~~~yphF_3,13844195,13846501,1153
G_yphF~~~yphF_2~~~yphF_1~~~yphF_3,13846501,13848523,1011
N_bglJ~~~bglJ_2~~~rcsB_3~~~bglJ_1,13848523,13861481,6479
G_bglJ~~~bglJ_2~~~rcsB_3~~~bglJ_1,13861481,13862837,678
N_fepE_1~~~fepE~~~fepE_2,13862837,13871243,4203
G_fepE_1~~~fepE~~~fepE_2,13871243,13873523,1140
G_rpmE,13873523,13874735,606
N_adeP~~~adeP_1~~~adeP_2,13874735,13879051,2158
G_adeP~~~adeP_1~~~adeP_2,13879051,13881721,1335
N_mlrA~~~mlrA_1~~~mlrA_2,13881721,13888533,3406
G_mlrA~~~mlrA_1~~~mlrA_2,13888533,13889991,729
N_group_32843,13889991,13896609,3309
G_group_32843,13896609,13897149,270
N_corA_2~~~corA~~~corA_3~~~corA_1,13897149,13904581,3716
G_corA_2~~~corA~~~corA_3~~~corA_1,13904581,13906477,948
N_group_32685,13906477,13911395,2459
G_group_32685,13911395,13912121,363
N_fruA_2~~~manP~~~manP_2~~~manP_1~~~fruA_1~~~fruA_3,13912121,13927181,7530
G_fruA_2~~~manP~~~manP_2~~~manP_1~~~fruA_1~~~fruA_3,13927181,13929383,1101
N_group_32483,13929383,13929503,60
G_group_32483,13929503,13930451,474
N_cnoX_1~~~cnoX~~~cnoX_2,13930451,13930575,62
G_cnoX_1~~~cnoX~~~cnoX_2,13930575,13932279,852
N_kefC_2~~~kefC_1~~~kefC_3,13932279,13935573,1647
G_kefC_2~~~kefC_1~~~kefC_3,13935573,13939293,1860
N_uppP_2~~~uppP_1~~~uppP,13939293,13939477,92
G_uppP_2~~~uppP_1~~~uppP,13939477,13941115,819
N_efeU~~~efeU_2~~~efeU_1,13941115,13946601,2743
G_efeU~~~efeU_2~~~efeU_1,13946601,13948257,828
N_group_29454,13948257,13955721,3732
G_group_29454,13955721,13956093,186
N_dmsA_2~~~dmsA_3~~~dmsA~~~dmsA_1,13956093,13956689,298
G_dmsA_2~~~dmsA_3~~~dmsA~~~dmsA_1,13956689,13961687,2499
N_maeA_2~~~maeA~~~maeA_1,13961687,13962005,159
G_maeA_2~~~maeA~~~maeA_1,13962005,13965395,1695
N_fdnG_2~~~napA_2~~~fdnG_1,13965395,14000955,17780
G_fdnG_2~~~napA_2~~~fdnG_1,14000955,14002125,585
N_thiG_2~~~thiG~~~thiS,14002125,14003203,539
G_thiG_2~~~thiG~~~thiS,14003203,14004739,768
N_zinT~~~zinT_1,14004739,14005341,301
G_zinT~~~zinT_1,14005341,14006679,669
N_rhaD~~~rhaD_1~~~rhaD_2,14006679,14008529,925
G_rhaD~~~rhaD_1~~~rhaD_2,14008529,14010173,822
N_yhjB~~~yhjB_1~~~yhjB_2,14010173,14020637,5232
G_yhjB~~~yhjB_1~~~yhjB_2,14020637,14021837,600
N_ygiF~~~ygiF_1~~~ygiF_2,14021837,14026545,2354
G_ygiF~~~ygiF_1~~~ygiF_2,14026545,14029167,1311
N_cycA~~~cycA_1~~~cycA_2~~~potE_2,14029167,14029787,310
G_cycA~~~cycA_1~~~cycA_2~~~potE_2,14029787,14032607,1410
N_group_1932,14032607,14038695,3044
G_group_1932,14038695,14039469,387
N_group_1631,14039469,14052869,6700
G_group_1631,14052869,14054105,618
N_rbbA_2~~~rbbA~~~rbbA_1,14054105,14057885,1890
G_rbbA_2~~~rbbA~~~rbbA_1,14057885,14063351,2733
N_grxA~~~grxA_1,14063351,14089961,13305
G_grxA~~~grxA_1,14089961,14090471,255
N_gadX_1~~~gadX~~~gadX_2,14090471,14091147,338
G_gadX_1~~~gadX~~~gadX_2,14091147,14092665,759
N_chbG~~~chbG_2~~~chbG_1,14092665,14092693,14
G_chbG~~~chbG_2~~~chbG_1,14092693,14094205,756
N_oapA,14094205,14105439,5617
G_oapA,14105439,14106711,636
N_idi~~~idi_2~~~idi_1,14106711,14107195,242
G_idi~~~idi_2~~~idi_1,14107195,14108287,546
N_efeB~~~efeB_1~~~efeB_2,14108287,14108299,6
G_efeB~~~efeB_1~~~efeB_2,14108299,14110837,1269
N_ybhC_1~~~ybhC~~~ybhC_2,14110837,14111153,158
G_ybhC_1~~~ybhC~~~ybhC_2,14111153,14113715,1281
N_yddM,14113715,14114011,148
G_yddM,14114011,14114575,282
N_group_64,14114575,14121997,3711
G_group_64,14121997,14122699,351
N_gadC_3~~~gadC_1~~~gadC_2~~~gadC,14122699,14123013,157
G_gadC_3~~~gadC_1~~~gadC_2~~~gadC,14123013,14126079,1533
G_rutC_1~~~rutC~~~rutC_2~~~rutB_1,14126079,14127537,729
N_yqiK~~~yqiK_2~~~yqiK_1,14127537,14130703,1583
G_yqiK~~~yqiK_2~~~yqiK_1,14130703,14134543,1920
N_murI~~~murI_2~~~murI_1,14134543,14137597,1527
G_murI~~~murI_2~~~murI_1,14137597,14139319,861
N_group_34951,14139319,14139571,126
G_group_34951,14139571,14140381,405
N_group_34902,14140381,14147215,3417
G_group_34902,14147215,14148547,666
N_ttgI~~~arpC~~~ttgC,14148547,14150959,1206
G_ttgI~~~arpC~~~ttgC,14150959,14154055,1548
N_glaR~~~glaR_1,14154055,14154677,311
G_glaR~~~glaR_1,14154677,14158853,2088
N_group_34753,14158853,14186273,13710
G_group_34753,14186273,14190761,2244
N_tsaD~~~tsaD_2~~~tsaD_1,14190761,14200899,5069
G_tsaD~~~tsaD_2~~~tsaD_1,14200899,14202921,1011
N_group_34352,14202921,14203979,529
G_group_34352,14203979,14206529,1275
N_ybhS_1~~~ybhS_2~~~ybhS_3~~~ybhS,14206529,14206535,3
G_ybhS_1~~~ybhS_2~~~ybhS_3~~~ybhS,14206535,14208797,1131
N_eutM,14208797,14209009,106
G_eutM,14209009,14209675,333
N_group_34036,14209675,14210495,410
G_group_34036,14210495,14211485,495
N_mutS_2~~~mutS_1~~~mutS,14211485,14220559,4537
G_mutS_2~~~mutS_1~~~mutS,14220559,14225689,2565
N_lpp1~~~lpp_2,14225689,14225959,135
G_lpp1~~~lpp_2,14225959,14226469,255
N_yniD,14226469,14228655,1093
G_yniD,14228655,14229087,216
N_group_33026,14229087,14229751,332
G_group_33026,14229751,14230003,126
N_psuT_2~~~psuT_1~~~psuT~~~psuT_3,14230003,14232043,1020
G_psuT_2~~~psuT_1~~~psuT~~~psuT_3,14232043,14234539,1248
N_mug,14234539,14250415,7938
G_mug,14250415,14251519,552
N_ravA~~~ravA_1~~~ravA_2,14251519,14270957,9719
G_ravA~~~ravA_1~~~ravA_2,14270957,14273945,1494
N_phoH~~~phoH_2~~~phoH_1,14273945,14275263,659
G_phoH~~~phoH_2~~~phoH_1,14275263,14277387,1062
N_mzrA~~~mzrA_1~~~mzrA_2,14277387,14277407,10
G_mzrA~~~mzrA_1~~~mzrA_2,14277407,14278169,381
N_lldR_2~~~glcC_1~~~nanR_1~~~lldR_1,14278169,14293435,7633
G_lldR_2~~~glcC_1~~~nanR_1~~~lldR_1,14293435,14294983,774
N_iraP,14294983,14300061,2539
G_iraP,14300061,14300577,258
N_rbsD~~~rbsD_2~~~rbsD_1,14300577,14301033,228
G_rbsD~~~rbsD_2~~~rbsD_1,14301033,14301867,417
N_rbsC_3~~~rbsC_4~~~rbsC_2,14301867,14301915,24
G_rbsC_3~~~rbsC_4~~~rbsC_2,14301915,14303841,963
N_yhaJ_2~~~yhaJ_1,14303841,14306263,1211
G_yhaJ_2~~~yhaJ_1,14306263,14308051,894
N_chbA~~~chbA_2~~~chbA_1,14308051,14308155,52
G_chbA~~~chbA_2~~~chbA_1,14308155,14308851,348
N_rutE~~~rutD_1~~~rutD~~~rutE_2~~~rutE_1~~~rutD_2,14308851,14309145,147
G_rutE~~~rutD_1~~~rutD~~~rutE_2~~~rutE_1~~~rutD_2,14309145,14310849,852
N_proA_2~~~proA_1~~~adhE_1~~~adhE_3~~~adhE_4~~~sucD_1~~~sucD_3,14310849,14311099,125
G_proA_2~~~proA_1~~~adhE_1~~~adhE_3~~~adhE_4~~~sucD_1~~~sucD_3,14311099,14313901,1401
N_group_29275,14313901,14313919,9
G_group_29275,14313919,14314357,219
N_kup_3~~~kup_2~~~kup_1~~~kup,14314357,14323671,4657
G_kup_3~~~kup_2~~~kup_1~~~kup,14323671,14327403,1866
N_dnaG_1~~~dnaG_2~~~dnaG,14327403,14327629,113
G_dnaG_1~~~dnaG_2~~~dnaG,14327629,14331115,1743
N_frc~~~frc_2~~~frc_1,14331115,14332143,514
G_frc~~~frc_2~~~frc_1,14332143,14334639,1248
N_yqjA_2~~~yqjA~~~yqjA_1,14334639,14335333,347
G_yqjA_2~~~yqjA~~~yqjA_1,14335333,14336653,660
N_rbsA_4~~~rbsA_3~~~rbsA_1~~~rbsA_2~~~rbsA,14336653,14336669,8
G_rbsA_4~~~rbsA_3~~~rbsA_1~~~rbsA_2~~~rbsA,14336669,14339687,1509
N_group_19146,14339687,14342357,1335
G_group_19146,14342357,14342783,213
N_dnaK2~~~dnaK_2~~~dnaK_1~~~dnaK_3,14342783,14344987,1102
G_dnaK2~~~dnaK_2~~~dnaK_1~~~dnaK_3,14344987,14347687,1350
N_group_4425,14347687,14347707,10
G_group_4425,14347707,14348331,312
N_yicL~~~yicL_2~~~yicL_1,14348331,14348901,285
G_yicL~~~yicL_2~~~yicL_1,14348901,14350797,948
N_ycdX~~~ycdX_2~~~ycdX_1,14350797,14351095,149
G_ycdX~~~ycdX_2~~~ycdX_1,14351095,14352565,735
N_mcbA_1~~~bhsA_1,14352565,14353101,268
G_mcbA_1~~~bhsA_1,14353101,14353617,258
N_ycdY~~~ycdY_1~~~ycdY_2~~~dmsD_1,14353617,14353667,25
G_ycdY~~~ycdY_1~~~ycdY_2~~~dmsD_1,14353667,14354771,552
N_mdh_3~~~ftsA_2~~~ftsA_1~~~mdh_1~~~mdh_2~~~adhB_1~~~fucO_1,14354771,14354793,11
G_mdh_3~~~ftsA_2~~~ftsA_1~~~mdh_1~~~mdh_2~~~adhB_1~~~fucO_1,14354793,14357163,1185
N_ycdZ,14357163,14357309,73
G_ycdZ,14357309,14358347,519
N_yqjE,14358347,14359039,346
G_yqjE,14359039,14359843,402
N_eutD~~~eutD_2~~~eutD_1,14359843,14360327,242
G_eutD~~~eutD_2~~~eutD_1,14360327,14362763,1218
N_group_1379,14362763,14364769,1003
G_group_1379,14364769,14365513,372
N_dcp~~~dcp_2~~~dcp_3~~~dcp_1,14365513,14369689,2088
G_dcp~~~dcp_2~~~dcp_3~~~dcp_1,14369689,14373775,2043
N_group_878,14373775,14374171,198
G_group_878,14374171,14376805,1317
N_eutQ~~~eutQ_2~~~eutQ_1,14376805,14376833,14
G_eutQ~~~eutQ_2~~~eutQ_1,14376833,14378231,699
N_rpoS~~~rpoS_2~~~rpoS_1,14378231,14378359,64
G_rpoS~~~rpoS_2~~~rpoS_1,14378359,14380339,990
N_lnt_2~~~lnt~~~lnt_3~~~lnt_4~~~lnt_1,14380339,14381105,383
G_lnt_2~~~lnt~~~lnt_3~~~lnt_4~~~lnt_1,14381105,14384183,1539
N_yqjC,14384183,14384581,199
G_yqjC,14384581,14385313,366
N_tnaB~~~tnaB_1~~~tnaB_2,14385313,14385575,131
G_tnaB~~~tnaB_1~~~tnaB_2,14385575,14388065,1245
N_pduV_2~~~pduV~~~pduV_1,14388065,14388093,14
G_pduV_2~~~pduV~~~pduV_1,14388093,14389047,477
N_mtlD,14389047,14389513,233
G_mtlD,14389513,14391805,1146
N_mtlA_3~~~mtlA_1~~~mtlA_2~~~mtlA_4,14391805,14414529,11362
G_mtlA_3~~~mtlA_1~~~mtlA_2~~~mtlA_4,14414529,14418351,1911
N_yghA_2~~~yghA_1~~~yghA,14418351,14419803,726
G_yghA_2~~~yghA_1~~~yghA,14419803,14421597,897
N_eutN,14421597,14421813,108
G_eutN,14421813,14422407,297
N_group_34744,14422407,14422783,188
G_group_34744,14422783,14424253,735
N_ortT,14424253,14427985,1866
G_ortT,14427985,14428513,264
N_group_34080,14428513,14428589,38
G_group_34080,14428589,14431049,1230
N_group_33767,14431049,14431317,134
G_group_33767,14431317,14431809,246
N_yieH~~~yieH_2~~~yieH_1,14431809,14435607,1899
G_yieH~~~yieH_2~~~yieH_1,14435607,14437035,714
N_rfaG~~~rfaG_2~~~rfaG_1,14437035,14441543,2254
G_rfaG~~~rfaG_2~~~rfaG_1,14441543,14443787,1122
N_dsbB_1~~~dsbB~~~dsbB_2,14443787,14444081,147
G_dsbB_1~~~dsbB~~~dsbB_2,14444081,14445149,534
N_yghU_1~~~yghU_2~~~yghU,14445149,14465717,10284
G_yghU_1~~~yghU_2~~~yghU,14465717,14467445,864
N_group_32768,14467445,14471945,2250
G_group_32768,14471945,14475251,1653
N_fruA_2~~~fryB_2~~~fryB_1,14475251,14475283,16
G_fruA_2~~~fryB_2~~~fryB_1,14475283,14475919,318
N_ydhX_2~~~ydhX_1,14475919,14476439,260
G_ydhX_2~~~ydhX_1,14476439,14477771,666
N_group_32171,14477771,14477819,24
G_group_32171,14477819,14478143,162
N_chbB,14478143,14479137,497
G_chbB,14479137,14479773,318
N_arfA,14479773,14480033,130
G_arfA,14480033,14480861,414
G_group_32115,14480861,14490167,4653
N_mltA_2~~~mltA~~~mltA_1,14490167,14564581,37207
G_mltA_2~~~mltA~~~mltA_1,14564581,14566771,1095
N_fryC_1~~~fryC_2~~~fryC~~~fryB_1~~~fryC_3,14566771,14567915,572
G_fryC_1~~~fryC_2~~~fryC~~~fryB_1~~~fryC_3,14567915,14570405,1245
N_gfcB~~~gfcB_3~~~gfcB_2~~~gfcB_1,14570405,14570781,188
G_gfcB~~~gfcB_3~~~gfcB_2~~~gfcB_1,14570781,14572053,636
N_tdcE_2~~~tdcE_1~~~tdcE,14572053,14572779,363
G_tdcE_2~~~tdcE_1~~~tdcE,14572779,14577363,2292
N_matP~~~matP_2~~~matP_1,14577363,14582571,2604
G_matP~~~matP_2~~~matP_1,14582571,14583471,450
N_sulA~~~sulA_1~~~sulA_2,14583471,14585241,885
G_sulA~~~sulA_1~~~sulA_2,14585241,14586255,507
N_ttdT_2~~~ttdT_3~~~ttdT_1,14586255,14586355,50
G_ttdT_2~~~ttdT_3~~~ttdT_1,14586355,14589277,1461
G_group_29353,14589277,14591053,888
G_group_29352,14591053,14591731,339
N_hybO_2~~~hybO_1~~~hybO,14591731,14592111,190
G_hybO_2~~~hybO_1~~~hybO,14592111,14594349,1119
N_cobS~~~cobS_1~~~cobS_2,14594349,14630219,17935
G_cobS~~~cobS_1~~~cobS_2,14630219,14631701,741
N_aqpZ~~~aqpZ_1~~~aqpZ_2,14631701,14637877,3088
G_aqpZ~~~aqpZ_1~~~aqpZ_2,14637877,14639263,693
N_zntB~~~zntB_2~~~zntB_1,14639263,14642281,1509
G_zntB~~~zntB_2~~~zntB_1,14642281,14644243,981
N_ompA_1~~~ompA_2~~~ompA~~~ompA_3,14644243,14644959,358
G_ompA_1~~~ompA_2~~~ompA~~~ompA_3,14644959,14647059,1050
N_group_24672,14647059,14647301,121
G_group_24672,14647301,14647871,285
G_group_24517,14647871,14651021,1575
N_pepD_2~~~pepD~~~pepD_1~~~pepD_3,14651021,14657007,2993
G_pepD_2~~~pepD~~~pepD_1~~~pepD_3,14657007,14659917,1455
N_hybC_2~~~hybC_1~~~hybC,14659917,14662247,1165
G_hybC_2~~~hybC_1~~~hybC,14662247,14665649,1701
N_ydhU_1~~~ydhU_2~~~ydhU,14665649,14666583,467
G_ydhU_1~~~ydhU_2~~~ydhU,14666583,14668161,789
N_group_2863,14668161,14668205,22
G_group_2863,14668205,14668751,273
N_nlpD_2~~~nlpD_1,14668751,14677351,4300
G_nlpD_2~~~nlpD_1,14677351,14678857,753
N_yccF~~~yccF_2~~~yccF_1,14678857,14683277,2210
G_yccF~~~yccF_2~~~yccF_1,14683277,14684165,444
N_helD~~~helD_1~~~helD_2~~~helD_3,14684165,14695307,5571
G_helD~~~helD_1~~~helD_2~~~helD_3,14695307,14699411,2052
N_chaC~~~chaC_1~~~chaC_3~~~chaC_2,14699411,14699727,158
G_chaC~~~chaC_1~~~chaC_3~~~chaC_2,14699727,14701155,714
N_yccS~~~yccS_1~~~yccS_2~~~yccS_3,14701155,14701193,19
G_yccS~~~yccS_1~~~yccS_2~~~yccS_3,14701193,14705513,2160
N_rfaC~~~rfaC_2~~~rfaC_1,14705513,14705521,4
